Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Price
IndiGo,6/04/2019,Kolkata,Banglore,CCU / BLR,15:30,18:05,2:35,0,No Info,6,4,2019,15,30,18,5,2,35,4174
Air India,27/04/2019,Delhi,Cochin,DEL / COK,18:05,21:10,3:5,0,No Info,27,4,2019,18,5,21,10,3,5,5411
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM / HYD,16:55,18:25,1:30,0,No Info,15,5,2019,16,55,18,25,1,30,3175
IndiGo,24/05/2019,Chennai,Kolkata,MAA / CCU,14:45,17:05,2:20,0,No Info,24,5,2019,14,45,17,5,2,20,3858
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / BOM / BLR,20:00,04:40,8:40,1,No Info,1,5,2019,20,0,4,40,8,40,13941
Air India,15/06/2019,Delhi,Cochin,DEL / HYD / BOM / COK,13:15,19:15,30h,2,No Info,15,6,2019,13,15,19,15,30,0,12182
IndiGo,21/06/2019,Banglore,Delhi,BLR / DEL,16:55,19:55,3h,0,No Info,21,6,2019,16,55,19,55,3,0,4990
Jet Airways,9/06/2019,Kolkata,Banglore,CCU / DEL / BLR,20:25,22:05,25:40,1,In-flight meal not included,9,6,2019,20,25,22,5,25,40,10539
IndiGo,09/03/2019,Banglore,New Delhi,BLR / DEL,10:05,13:00,2:55,0,No Info,9,3,2019,10,5,13,0,2,55,6860
Vistara,6/03/2019,Delhi,Cochin,DEL / COK,14:55,17:50,2:55,0,No Info,6,3,2019,14,55,17,50,2,55,8001
Jet Airways,27/06/2019,Delhi,Cochin,DEL / BOM / COK,22:50,19:00,20:10,1,In-flight meal not included,27,6,2019,22,50,19,0,20,10,10262
Vistara,6/05/2019,Kolkata,Banglore,CCU / DEL / BLR,17:00,23:25,6:25,1,No Info,6,5,2019,17,0,23,25,6,25,8085
IndiGo,27/06/2019,Banglore,Delhi,BLR / DEL,00:25,03:15,2:50,0,No Info,27,6,2019,0,25,3,15,2,50,3419
Air India,1/05/2019,Kolkata,Banglore,CCU / DEL / COK / BLR,10:00,13:45,27:45,2,No Info,1,5,2019,10,0,13,45,27,45,15164
IndiGo,24/03/2019,Kolkata,Banglore,CCU / BLR,17:15,20:00,2:45,0,No Info,24,3,2019,17,15,20,0,2,45,6565
Jet Airways,27/03/2019,Delhi,Cochin,DEL / IDR / BOM / COK,05:25,18:50,13:25,2,In-flight meal not included,27,3,2019,5,25,18,50,13,25,9254
Air Asia,6/06/2019,Kolkata,Banglore,CCU / BBI / BLR,06:50,10:30,3:40,1,No Info,6,6,2019,6,50,10,30,3,40,6857
Air India,12/05/2019,Kolkata,Banglore,CCU / DEL / COK / BLR,07:00,01:20,18:20,2,No Info,12,5,2019,7,0,1,20,18,20,12140
SpiceJet,6/06/2019,Kolkata,Banglore,CCU / BLR,09:00,11:25,2:25,0,No check-in baggage included,6,6,2019,9,0,11,25,2,25,3841
Jet Airways,6/05/2019,Kolkata,Banglore,CCU / BOM / BLR,08:25,19:50,11:25,1,No Info,6,5,2019,8,25,19,50,11,25,14781
Air India,18/05/2019,Delhi,Cochin,DEL / BOM / COK,10:00,07:40,21:40,1,No Info,18,5,2019,10,0,7,40,21,40,8372
Air India,1/04/2019,Kolkata,Banglore,CCU / GAU / IMF / DEL / BLR,16:45,23:15,30:30,3,No Info,1,4,2019,16,45,23,15,30,30,8607
Multiple carriers,24/06/2019,Delhi,Cochin,DEL / BOM / COK,10:00,21:00,11h,1,No Info,24,6,2019,10,0,21,0,11,0,13587
Jet Airways,18/05/2019,Delhi,Cochin,DEL / BOM / COK,20:55,04:25,7:30,1,No Info,18,5,2019,20,55,4,25,7,30,15554
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,21:10,19:50,22:40,1,In-flight meal not included,21,5,2019,21,10,19,50,22,40,10844
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM / HYD,12:00,13:30,1:30,0,No Info,24,5,2019,12,0,13,30,1,30,4392
Air India,27/05/2019,Banglore,Delhi,BLR / DEL,17:00,19:45,2:45,0,No Info,27,5,2019,17,0,19,45,2,45,6961
Air India,18/05/2019,Delhi,Cochin,DEL / BLR / COK,09:45,23:00,13:15,1,No Info,18,5,2019,9,45,23,0,13,15,8907
IndiGo,15/06/2019,Delhi,Cochin,DEL / HYD / COK,08:35,22:30,13:55,1,No Info,15,6,2019,8,35,22,30,13,55,6442
Jet Airways,15/05/2019,Kolkata,Banglore,CCU / BOM / BLR,14:05,23:35,9:30,1,In-flight meal not included,15,5,2019,14,5,23,35,9,30,8586
Air India,15/05/2019,Delhi,Cochin,DEL / JDH / BOM / COK,12:55,19:15,30:20,2,No Info,15,5,2019,12,55,19,15,30,20,13486
Air India,6/06/2019,Mumbai,Hyderabad,BOM / HYD,19:30,20:45,1:15,0,No Info,6,6,2019,19,30,20,45,1,15,3100
Jet Airways,6/03/2019,Delhi,Cochin,DEL / UDR / BOM / COK,17:55,04:25,34:30,2,In-flight meal not included,6,3,2019,17,55,4,25,34,30,15812
Air India,24/04/2019,Delhi,Cochin,DEL / COK,18:05,21:10,3:5,0,No Info,24,4,2019,18,5,21,10,3,5,5201
IndiGo,3/03/2019,Delhi,Cochin,DEL / HYD / MAA / COK,07:35,21:20,13:45,2,No Info,3,3,2019,7,35,21,20,13,45,9413
Air India,6/06/2019,Delhi,Cochin,DEL / CCU / BOM / COK,20:15,19:15,23h,2,No Info,6,6,2019,20,15,19,15,23,0,13591
Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM / HYD,02:55,04:20,1:25,0,No Info,1,6,2019,2,55,4,20,1,25,5678
Air India,03/03/2019,Banglore,New Delhi,BLR / HYD / DEL,08:15,23:10,14:55,1,No Info,3,3,2019,8,15,23,10,14,55,6781
Jet Airways,21/03/2019,Banglore,New Delhi,BLR / BOM / DEL,18:40,11:25,16:45,1,In-flight meal not included,21,3,2019,18,40,11,25,16,45,7832
Jet Airways,9/03/2019,Delhi,Cochin,DEL / BOM / COK,16:00,18:50,26:50,1,In-flight meal not included,9,3,2019,16,0,18,50,26,50,14053
Jet Airways,9/05/2019,Kolkata,Banglore,CCU / DEL / BLR,20:25,09:45,13:20,1,In-flight meal not included,9,5,2019,20,25,9,45,13,20,10703
Multiple carriers,15/05/2019,Delhi,Cochin,DEL / BOM / COK,17:30,01:30,8h,1,No Info,15,5,2019,17,30,1,30,8,0,13727
Multiple carriers,24/06/2019,Delhi,Cochin,DEL / BOM / COK,13:00,21:00,8h,1,No Info,24,6,2019,13,0,21,0,8,0,7408
Jet Airways,01/03/2019,Banglore,New Delhi,BLR / BOM / DEL,14:05,11:25,21:20,1,No Info,1,3,2019,14,5,11,25,21,20,20800
Air India,3/06/2019,Delhi,Cochin,DEL / UDR / BOM / COK,13:20,07:40,18:20,2,No Info,3,6,2019,13,20,7,40,18,20,11911
Vistara,3/04/2019,Banglore,Delhi,BLR / DEL,07:00,09:40,2:40,0,No Info,3,4,2019,7,0,9,40,2,40,5403
Jet Airways,6/06/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,19:10,9:35,1,In-flight meal not included,6,6,2019,9,35,19,10,9,35,13469
Jet Airways,6/06/2019,Delhi,Cochin,DEL / IDR / BOM / COK,21:25,12:35,15:10,2,In-flight meal not included,6,6,2019,21,25,12,35,15,10,11270
Air Asia,24/06/2019,Delhi,Cochin,DEL / BLR / COK,20:45,06:35,9:50,1,No Info,24,6,2019,20,45,6,35,9,50,6152
Jet Airways,27/03/2019,Delhi,Cochin,DEL / BOM / COK,08:00,04:25,20:25,1,No Info,27,3,2019,8,0,4,25,20,25,12452
Jet Airways,15/05/2019,Kolkata,Banglore,CCU / BOM / BLR,16:30,16:20,23:50,1,In-flight meal not included,15,5,2019,16,30,16,20,23,50,10844
IndiGo,18/05/2019,Delhi,Cochin,DEL / HYD / COK,11:55,22:30,10:35,1,No Info,18,5,2019,11,55,22,30,10,35,8216
Jet Airways,12/06/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,19:50,13:20,1,No Info,12,6,2019,6,30,19,50,13,20,13626
Multiple carriers,6/03/2019,Delhi,Cochin,DEL / HYD / MAA / COK,07:05,21:20,14:15,2,No Info,6,3,2019,7,5,21,20,14,15,7084
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / BOM / COK,04:55,19:15,14:20,1,No Info,9,5,2019,4,55,19,15,14,20,7575
Air India,03/03/2019,Banglore,New Delhi,BLR / HYD / DEL,08:15,08:50,24:35,1,No Info,3,3,2019,8,15,8,50,24,35,6781
Jet Airways,6/06/2019,Banglore,Delhi,BLR / DEL,07:10,10:10,3h,0,In-flight meal not included,6,6,2019,7,10,10,10,3,0,6478
SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM / HYD,05:45,07:05,1:20,0,No check-in baggage included,15,3,2019,5,45,7,5,1,20,2385
Multiple carriers,18/05/2019,Delhi,Cochin,DEL / BOM / COK,13:00,21:00,8h,1,No Info,18,5,2019,13,0,21,0,8,0,9385
GoAir,18/04/2019,Banglore,Delhi,BLR / DEL,07:45,10:40,2:55,0,No Info,18,4,2019,7,45,10,40,2,55,5048
IndiGo,12/06/2019,Delhi,Cochin,DEL / BOM / COK,20:25,01:30,5:5,1,No Info,12,6,2019,20,25,1,30,5,5,5058
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL / BOM / COK,06:00,13:20,7:20,1,No Info,21,3,2019,6,0,13,20,7,20,11269
Multiple carriers,9/04/2019,Delhi,Cochin,DEL / BOM / COK,19:00,01:30,6:30,1,No Info,9,4,2019,19,0,1,30,6,30,7363
Air India,9/03/2019,Delhi,Cochin,DEL / HYD / BOM / COK,21:30,19:15,21:45,2,No Info,9,3,2019,21,30,19,15,21,45,11762
Jet Airways,6/03/2019,Delhi,Cochin,DEL / BOM / COK,15:05,04:25,13:20,1,No Info,6,3,2019,15,5,4,25,13,20,15764
Jet Airways,12/06/2019,Delhi,Cochin,DEL / BOM / COK,10:00,04:25,18:25,1,In-flight meal not included,12,6,2019,10,0,4,25,18,25,10262
Jet Airways,3/06/2019,Delhi,Cochin,DEL / NAG / BOM / COK,14:35,12:35,22h,2,In-flight meal not included,3,6,2019,14,35,12,35,22,0,10919
Jet Airways,15/06/2019,Delhi,Cochin,DEL / BOM / COK,17:30,19:00,25:30,1,In-flight meal not included,15,6,2019,17,30,19,0,25,30,10262
Air India,6/05/2019,Kolkata,Banglore,CCU / IXR / DEL / BLR,05:50,23:15,17:25,2,No Info,6,5,2019,5,50,23,15,17,25,11883
SpiceJet,21/03/2019,Kolkata,Banglore,CCU / BLR,22:20,00:40,2:20,0,No Info,21,3,2019,22,20,0,40,2,20,3847
Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM / HYD,19:35,21:05,1:30,0,No Info,12,6,2019,19,35,21,5,1,30,5678
Vistara,12/05/2019,Kolkata,Banglore,CCU / DEL / BLR,07:10,22:40,15:30,1,No Info,12,5,2019,7,10,22,40,15,30,8662
Jet Airways,27/05/2019,Delhi,Cochin,DEL / BOM / COK,14:00,04:25,14:25,1,In-flight meal not included,27,5,2019,14,0,4,25,14,25,12898
SpiceJet,12/05/2019,Banglore,Delhi,BLR / DEL,21:10,00:05,2:55,0,No Info,12,5,2019,21,10,0,5,2,55,4423
Air India,12/06/2019,Delhi,Cochin,DEL / BLR / COK,17:40,08:15,14:35,1,No Info,12,6,2019,17,40,8,15,14,35,8991
SpiceJet,15/05/2019,Delhi,Cochin,DEL / BLR / COK,17:55,22:50,4:55,1,No Info,15,5,2019,17,55,22,50,4,55,5409
IndiGo,27/04/2019,Delhi,Cochin,DEL / HYD / COK,08:35,16:10,7:35,1,No Info,27,4,2019,8,35,16,10,7,35,6442
Air India,24/05/2019,Kolkata,Banglore,CCU / BBI / BOM / BLR,12:00,21:50,9:50,2,No Info,24,5,2019,12,0,21,50,9,50,9941
IndiGo,21/03/2019,Delhi,Cochin,DEL / HYD / MAA / COK,06:40,21:20,14:40,2,No Info,21,3,2019,6,40,21,20,14,40,6494
Multiple carriers,24/06/2019,Delhi,Cochin,DEL / BOM / COK,17:00,01:30,8:30,1,No Info,24,6,2019,17,0,1,30,8,30,7198
SpiceJet,09/03/2019,Banglore,New Delhi,BLR / DEL,05:45,08:35,2:50,0,No Info,9,3,2019,5,45,8,35,2,50,7110
Jet Airways,12/03/2019,Banglore,New Delhi,BLR / BOM / DEL,18:55,09:30,14:35,1,In-flight meal not included,12,3,2019,18,55,9,30,14,35,11087
IndiGo,9/05/2019,Kolkata,Banglore,CCU / BLR,20:20,22:55,2:35,0,No Info,9,5,2019,20,20,22,55,2,35,4804
IndiGo,15/06/2019,Banglore,Delhi,BLR / DEL,07:10,10:05,2:55,0,No Info,15,6,2019,7,10,10,5,2,55,4823
Jet Airways,12/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,19:10,9:35,1,No Info,12,5,2019,9,35,19,10,9,35,14151
Multiple carriers,27/06/2019,Delhi,Cochin,DEL / BOM / COK,06:00,19:00,13h,1,In-flight meal not included,27,6,2019,6,0,19,0,13,0,10791
Vistara,1/04/2019,Kolkata,Banglore,CCU / DEL / BLR,07:10,09:05,25:55,1,No Info,1,4,2019,7,10,9,5,25,55,7980
Air India,27/04/2019,Delhi,Cochin,DEL / TRV / COK,05:15,06:50,25:35,1,No Info,27,4,2019,5,15,6,50,25,35,6587
Vistara,6/05/2019,Chennai,Kolkata,MAA / CCU,07:05,09:20,2:15,0,No Info,6,5,2019,7,5,9,20,2,15,3687
Air India,15/05/2019,Delhi,Cochin,DEL / JAI / BOM / COK,18:45,19:15,24:30,2,No Info,15,5,2019,18,45,19,15,24,30,13307
Air India,24/03/2019,Mumbai,Hyderabad,BOM / HYD,15:00,16:25,1:25,0,No Info,24,3,2019,15,0,16,25,1,25,2050
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / BOM / COK,09:00,19:00,10h,1,No Info,9,5,2019,9,0,19,0,10,0,10197
Vistara,24/06/2019,Banglore,Delhi,BLR / DEL,21:00,23:50,2:50,0,No Info,24,6,2019,21,0,23,50,2,50,4668
IndiGo,24/05/2019,Banglore,Delhi,BLR / DEL,13:00,15:50,2:50,0,No Info,24,5,2019,13,0,15,50,2,50,4990
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM / HYD,06:25,07:55,1:30,0,No Info,24,5,2019,6,25,7,55,1,30,4049
Multiple carriers,15/06/2019,Delhi,Cochin,DEL / BOM / COK,09:00,21:00,12h,1,No Info,15,6,2019,9,0,21,0,12,0,7933
IndiGo,6/05/2019,Mumbai,Hyderabad,BOM / HYD,09:10,10:40,1:30,0,No Info,6,5,2019,9,10,10,40,1,30,4049
Jet Airways,27/03/2019,Delhi,Cochin,DEL / BOM / COK,07:05,04:25,21:20,1,In-flight meal not included,27,3,2019,7,5,4,25,21,20,6645
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM / HYD,08:45,10:15,1:30,0,No Info,18,6,2019,8,45,10,15,1,30,8040
Multiple carriers,21/03/2019,Delhi,Cochin,DEL / BOM / COK,13:00,01:35,12:35,1,No Info,21,3,2019,13,0,1,35,12,35,8098
Jet Airways,3/06/2019,Delhi,Cochin,DEL / BOM / COK,02:15,19:00,16:45,1,In-flight meal not included,3,6,2019,2,15,19,0,16,45,10262
Jet Airways,18/03/2019,Banglore,New Delhi,BLR / BOM / DEL,18:40,07:40,13h,1,No Info,18,3,2019,18,40,7,40,13,0,12284
Jet Airways,3/06/2019,Delhi,Cochin,DEL / BOM / COK,15:00,19:00,28h,1,In-flight meal not included,3,6,2019,15,0,19,0,28,0,10262
IndiGo,12/04/2019,Banglore,Delhi,BLR / DEL,20:00,22:50,2:50,0,No Info,12,4,2019,20,0,22,50,2,50,4990
Air India,18/03/2019,Banglore,New Delhi,BLR / BOM / NAG / DEL,17:25,10:35,17:10,2,No Info,18,3,2019,17,25,10,35,17,10,12568
Jet Airways,6/05/2019,Kolkata,Banglore,CCU / BOM / BLR,14:05,23:35,9:30,1,In-flight meal not included,6,5,2019,14,5,23,35,9,30,11841
Jet Airways,15/06/2019,Delhi,Cochin,DEL / BOM / COK,02:15,12:35,10:20,1,No Info,15,6,2019,2,15,12,35,10,20,18371
SpiceJet,01/03/2019,Banglore,New Delhi,BLR / PNQ / DEL,10:20,18:15,7:55,1,No Info,1,3,2019,10,20,18,15,7,55,23267
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,23:35,14h,1,No Info,1,5,2019,9,35,23,35,14,0,13067
IndiGo,21/06/2019,Chennai,Kolkata,MAA / CCU,22:05,00:25,2:20,0,No Info,21,6,2019,22,5,0,25,2,20,5277
Air India,27/05/2019,Delhi,Cochin,DEL / HYD / BOM / COK,17:15,07:40,14:25,2,No Info,27,5,2019,17,15,7,40,14,25,13879
IndiGo,9/04/2019,Kolkata,Banglore,CCU / BLR,17:15,19:50,2:35,0,No Info,9,4,2019,17,15,19,50,2,35,4174
Air India,9/05/2019,Delhi,Cochin,DEL / AMD / BOM / COK,19:45,19:15,23:30,2,No Info,9,5,2019,19,45,19,15,23,30,10178
Jet Airways,12/06/2019,Delhi,Cochin,DEL / LKO / BOM / COK,11:45,04:25,16:40,2,No Info,12,6,2019,11,45,4,25,16,40,13882
Vistara,21/05/2019,Banglore,Delhi,BLR / DEL,19:30,22:15,2:45,0,No Info,21,5,2019,19,30,22,15,2,45,4878
Vistara,27/06/2019,Banglore,Delhi,BLR / DEL,09:45,12:35,2:50,0,No Info,27,6,2019,9,45,12,35,2,50,4668
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,20:00,22:35,26:35,1,In-flight meal not included,21,5,2019,20,0,22,35,26,35,10844
Multiple carriers,27/06/2019,Delhi,Cochin,DEL / BOM / COK,08:45,21:00,12:15,1,No Info,27,6,2019,8,45,21,0,12,15,7005
Jet Airways,21/05/2019,Delhi,Cochin,DEL / BOM / COK,02:15,12:35,10:20,1,In-flight meal not included,21,5,2019,2,15,12,35,10,20,12898
Air India,15/06/2019,Delhi,Cochin,DEL / BOM / COK,03:50,19:15,15:25,1,No Info,15,6,2019,3,50,19,15,15,25,9929
Jet Airways,1/06/2019,Delhi,Cochin,DEL / BOM / COK,10:00,19:00,9h,1,No Info,1,6,2019,10,0,19,0,9,0,14714
Air India,21/04/2019,Delhi,Cochin,DEL / COK,05:10,08:00,2:50,0,No Info,21,4,2019,5,10,8,0,2,50,6094
Jet Airways,06/03/2019,Banglore,New Delhi,BLR / BOM / DEL,11:40,23:00,11:20,1,No Info,6,3,2019,11,40,23,0,11,20,16736
Jet Airways,3/04/2019,Banglore,Delhi,BLR / DEL,11:10,14:05,2:55,0,No Info,3,4,2019,11,10,14,5,2,55,7229
Multiple carriers,18/05/2019,Delhi,Cochin,DEL / BOM / COK,04:55,12:35,7:40,1,No Info,18,5,2019,4,55,12,35,7,40,8882
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / BOM / COK,08:00,19:00,11h,1,No Info,9,5,2019,8,0,19,0,11,0,10197
IndiGo,12/05/2019,Kolkata,Banglore,CCU / BLR,20:20,22:55,2:35,0,No Info,12,5,2019,20,20,22,55,2,35,4804
IndiGo,3/03/2019,Delhi,Cochin,DEL / BOM / COK,07:30,13:20,5:50,1,No Info,3,3,2019,7,30,13,20,5,50,13628
Vistara,27/05/2019,Delhi,Cochin,DEL / COK,14:40,17:50,3:10,0,No Info,27,5,2019,14,40,17,50,3,10,6216
Air India,21/05/2019,Delhi,Cochin,DEL / TRV / COK,05:15,06:50,25:35,1,No Info,21,5,2019,5,15,6,50,25,35,7480
Air India,12/06/2019,Kolkata,Banglore,CCU / DEL / BLR,10:00,16:15,6:15,1,No Info,12,6,2019,10,0,16,15,6,15,11936
SpiceJet,18/03/2019,Chennai,Kolkata,MAA / CCU,08:20,10:35,2:15,0,No Info,18,3,2019,8,20,10,35,2,15,3859
Jet Airways,12/05/2019,Kolkata,Banglore,CCU / BOM / BLR,20:00,10:05,14:5,1,In-flight meal not included,12,5,2019,20,0,10,5,14,5,8586
Vistara,01/03/2019,Banglore,New Delhi,BLR / DEL,21:10,00:05,2:55,0,No Info,1,3,2019,21,10,0,5,2,55,21730
IndiGo,1/06/2019,Delhi,Cochin,DEL / BOM / COK,17:10,01:30,8:20,1,No Info,1,6,2019,17,10,1,30,8,20,6628
Air India,1/05/2019,Kolkata,Banglore,CCU / BBI / BOM / BLR,12:00,07:55,19:55,2,No Info,1,5,2019,12,0,7,55,19,55,10151
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / DEL / BLR,17:00,14:25,21:25,1,No Info,21,5,2019,17,0,14,25,21,25,11467
IndiGo,15/06/2019,Delhi,Cochin,DEL / BLR / COK,05:10,10:05,4:55,1,No Info,15,6,2019,5,10,10,5,4,55,7010
Jet Airways,3/04/2019,Banglore,Delhi,BLR / DEL,17:45,20:45,3h,0,No Info,3,4,2019,17,45,20,45,3,0,7229
IndiGo,09/03/2019,Banglore,New Delhi,BLR / DEL,13:10,16:10,3h,0,No Info,9,3,2019,13,10,16,10,3,0,8033
Jet Airways,18/05/2019,Banglore,Delhi,BLR / DEL,11:10,14:05,2:55,0,No Info,18,5,2019,11,10,14,5,2,55,7229
IndiGo,9/06/2019,Kolkata,Banglore,CCU / PNQ / BLR,21:00,02:15,5:15,1,No Info,9,6,2019,21,0,2,15,5,15,6911
Jet Airways,27/06/2019,Delhi,Cochin,DEL / ATQ / BOM / COK,20:00,19:00,23h,2,No Info,27,6,2019,20,0,19,0,23,0,14300
Air India,9/06/2019,Kolkata,Banglore,CCU / DEL / COK / BLR,07:00,01:20,18:20,2,No Info,9,6,2019,7,0,1,20,18,20,13033
IndiGo,24/05/2019,Banglore,Delhi,BLR / DEL,04:00,06:50,2:50,0,No Info,24,5,2019,4,0,6,50,2,50,3943
SpiceJet,09/03/2019,Banglore,New Delhi,BLR / DEL,09:35,12:30,2:55,0,No Info,9,3,2019,9,35,12,30,2,55,6205
IndiGo,6/03/2019,Delhi,Cochin,DEL / BOM / COK,11:30,21:00,9:30,1,No Info,6,3,2019,11,30,21,0,9,30,14871
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM / HYD,02:55,04:20,1:25,0,No Info,18,5,2019,2,55,4,20,1,25,5678
Multiple carriers,1/06/2019,Delhi,Cochin,DEL / BOM / COK,11:30,19:15,7:45,1,No Info,1,6,2019,11,30,19,15,7,45,16108
Jet Airways,06/03/2019,Banglore,New Delhi,BLR / BOM / DEL,20:35,09:30,12:55,1,No Info,6,3,2019,20,35,9,30,12,55,17261
SpiceJet,12/05/2019,Banglore,Delhi,BLR / DEL,05:55,08:35,2:40,0,No Info,12,5,2019,5,55,8,35,2,40,3311
IndiGo,12/04/2019,Kolkata,Banglore,CCU / BLR,11:30,14:05,2:35,0,No Info,12,4,2019,11,30,14,5,2,35,4174
IndiGo,9/06/2019,Banglore,Delhi,BLR / DEL,16:55,19:45,2:50,0,No Info,9,6,2019,16,55,19,45,2,50,4823
Air India,09/03/2019,Banglore,New Delhi,BLR / COK / DEL,22:00,13:20,15:20,1,No Info,9,3,2019,22,0,13,20,15,20,8425
Jet Airways,15/05/2019,Banglore,Delhi,BLR / DEL,11:10,14:05,2:55,0,No Info,15,5,2019,11,10,14,5,2,55,7229
GoAir,9/06/2019,Delhi,Cochin,DEL / BOM / COK,10:35,19:35,9h,1,No Info,9,6,2019,10,35,19,35,9,0,5281
Jet Airways,9/03/2019,Delhi,Cochin,DEL / BOM / COK,08:00,04:25,20:25,1,No Info,9,3,2019,8,0,4,25,20,25,17549
Multiple carriers,3/06/2019,Delhi,Cochin,DEL / BOM / COK,08:00,21:00,13h,1,No Info,3,6,2019,8,0,21,0,13,0,13797
IndiGo,12/04/2019,Banglore,Delhi,BLR / DEL,08:30,11:20,2:50,0,No Info,12,4,2019,8,30,11,20,2,50,4823
Air India,3/06/2019,Delhi,Cochin,DEL / BLR / COK,17:40,09:35,15:55,1,No Info,3,6,2019,17,40,9,35,15,55,7258
Multiple carriers,3/03/2019,Delhi,Cochin,DEL / BOM / COK,12:50,01:35,12:45,1,No Info,3,3,2019,12,50,1,35,12,45,18192
Air India,1/05/2019,Kolkata,Banglore,CCU / DEL / AMD / BLR,10:00,05:25,19:25,2,No Info,1,5,2019,10,0,5,25,19,25,13899
Jet Airways,9/05/2019,Kolkata,Banglore,CCU / BOM / BLR,14:05,20:45,6:40,1,In-flight meal not included,9,5,2019,14,5,20,45,6,40,10844
Jet Airways,12/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,09:45,24:10,1,No Info,12,5,2019,9,35,9,45,24,10,14151
Multiple carriers,6/03/2019,Delhi,Cochin,DEL / BOM / COK,15:15,01:35,10:20,1,No Info,6,3,2019,15,15,1,35,10,20,15147
GoAir,15/06/2019,Banglore,Delhi,BLR / DEL,07:45,10:40,2:55,0,No Info,15,6,2019,7,45,10,40,2,55,3898
IndiGo,15/05/2019,Delhi,Cochin,DEL / HYD / COK,05:05,16:10,11:5,1,No Info,15,5,2019,5,5,16,10,11,5,6818
Jet Airways,15/05/2019,Kolkata,Banglore,CCU / BOM / BLR,16:30,12:00,19:30,1,No Info,15,5,2019,16,30,12,0,19,30,14781
Air Asia,21/05/2019,Kolkata,Banglore,CCU / IXR / DEL / BLR,15:10,23:30,8:20,2,No Info,21,5,2019,15,10,23,30,8,20,5192
Jet Airways,27/06/2019,Delhi,Cochin,DEL / BHO / BOM / COK,05:30,12:35,7:5,2,No Info,27,6,2019,5,30,12,35,7,5,14441
Jet Airways,24/05/2019,Kolkata,Banglore,CCU / DEL / BLR,20:25,21:05,24:40,1,No Info,24,5,2019,20,25,21,5,24,40,14151
IndiGo,18/05/2019,Kolkata,Banglore,CCU / BBI / BLR,19:35,23:15,3:40,1,No Info,18,5,2019,19,35,23,15,3,40,4226
Air India,27/05/2019,Delhi,Cochin,DEL / CCU / BOM / COK,20:15,19:15,23h,2,No Info,27,5,2019,20,15,19,15,23,0,13381
Multiple carriers,15/06/2019,Delhi,Cochin,DEL / BOM / COK,04:55,19:00,14:5,1,No Info,15,6,2019,4,55,19,0,14,5,10678
Jet Airways,27/03/2019,Delhi,Cochin,DEL / BOM / COK,11:30,18:50,7:20,1,No Info,27,3,2019,11,30,18,50,7,20,12242
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM / HYD,02:55,04:20,1:25,0,In-flight meal not included,21,6,2019,2,55,4,20,1,25,4995
Jet Airways,1/06/2019,Delhi,Cochin,DEL / BOM / COK,20:55,04:25,7:30,1,In-flight meal not included,1,6,2019,20,55,4,25,7,30,10262
SpiceJet,15/04/2019,Kolkata,Banglore,CCU / BLR,22:20,00:40,2:20,0,No check-in baggage included,15,4,2019,22,20,0,40,2,20,3841
Jet Airways,9/05/2019,Kolkata,Banglore,CCU / BOM / BLR,20:00,12:00,16h,1,In-flight meal not included,9,5,2019,20,0,12,0,16,0,9663
IndiGo,18/04/2019,Kolkata,Banglore,CCU / BLR,11:30,14:05,2:35,0,No Info,18,4,2019,11,30,14,5,2,35,5224
Multiple carriers,18/05/2019,Delhi,Cochin,DEL / BOM / COK,07:05,19:15,12:10,1,No Info,18,5,2019,7,5,19,15,12,10,14533
SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM / HYD,22:45,00:15,1:30,0,No Info,24,5,2019,22,45,0,15,1,30,2017
Jet Airways,12/06/2019,Banglore,Delhi,BLR / DEL,18:55,22:00,3:5,0,In-flight meal not included,12,6,2019,18,55,22,0,3,5,5769
